date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,forecast_quantity
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",1026
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",812
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002002,Croma,643
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002003,Ezone,824
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002005,Lotus,767
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002006,Viveks,569
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002007,Girias,682
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",626
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,631
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002014,Expression,148
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,"Brick & Mortar",Retailer,90002015,Propel,923
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,E-Commerce,Direct,70002018,"Atliq e Store",846
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,E-Commerce,Retailer,90002009,Flipkart,1018
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",India,E-Commerce,Retailer,90002010,Ebay,443
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",99
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",33
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",131
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",20
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,"Brick & Mortar",Retailer,90013117,Euronics,17
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,24
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",13
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,18
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",16
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,"Brick & Mortar",Retailer,90013123,Expert,15
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Italy,E-Commerce,Direct,70013126,"Atliq e Store",16
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",50
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Philiphines,"Brick & Mortar",Distributor,80006154,Synthetic,292
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Philiphines,"Brick & Mortar",Distributor,80006155,Novus,244
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Philiphines,"Brick & Mortar",Retailer,90006153,Insight,45
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Philiphines,E-Commerce,Direct,70006158,"Atliq e Store",77
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Poland,"Brick & Mortar",Direct,70016177,"AltiQ Exclusive",2
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Poland,"Brick & Mortar",Retailer,90016171,"Electricalsara Stores",10
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Poland,"Brick & Mortar",Retailer,90016173,Expert,7
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Poland,"Brick & Mortar",Retailer,90016174,"Currys (Dixons Carphone)",2
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Poland,"Brick & Mortar",Retailer,90016175,"Argos (Sainsbury's)",7
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",Poland,E-Commerce,Direct,70016178,"Atliq e Store",5
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms","South Korea","Brick & Mortar",Direct,70007198,"AltiQ Exclusive",152
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms","South Korea","Brick & Mortar",Distributor,80007195,Sage,937
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms","South Korea",E-Commerce,Direct,70007199,"Atliq e Store",194
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms","South Korea",E-Commerce,Retailer,90007197,Amazon,100
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,"Brick & Mortar",Retailer,90022071,"Acclaimed Stores",38
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,"Brick & Mortar",Retailer,90022073,Control,161
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,"Brick & Mortar",Retailer,90022075,BestBuy,157
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,"Brick & Mortar",Retailer,90022077,"Radio Shack",155
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,"Brick & Mortar",Retailer,90022078,Costco,148
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,"Brick & Mortar",Retailer,90022079,walmart,205
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,E-Commerce,Direct,70022085,"Atliq e Store",31
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,E-Commerce,Retailer,90022074,Flipkart,94
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,E-Commerce,Retailer,90022081,Amazon,98
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,E-Commerce,Retailer,90022082,Amazon,186
"2017-09-01 00:00:00","P & A",Mouse,A2219150203,"AQ Master wireless x1 Ms",USA,E-Commerce,Retailer,90022083,Ebay,36
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Direct,70008169,"AltiQ Exclusive",13
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Retailer,90008165,"Forward Stores",4
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Retailer,90008166,Sound,13
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Retailer,90008167,Electricalsocity,16
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,E-Commerce,Direct,70008170,"Atliq e Store",4
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Brazil,E-Commerce,Retailer,90027207,Amazon,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Direct,70023031,"AltiQ Exclusive",3
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023022,"Nomad Stores",1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023025,"Premium Stores",1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023026,Relief,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023027,Costco,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023029,Staples,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,E-Commerce,Retailer,90023023,Amazon,4
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,E-Commerce,Retailer,90023030,Amazon,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",China,"Brick & Mortar",Distributor,80001019,Neptune,4
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",China,E-Commerce,Retailer,90001021,Taobao,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",5
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011186,Elite,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011187,"Chip 7",6
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011189,UniEuro,5
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011190,"Media Markt",5
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011191,Sorefoz,3
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,E-Commerce,Direct,70011194,"Atliq e Store",2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",25
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",45
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002002,Croma,16
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002003,Ezone,49
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002005,Lotus,30
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002006,Viveks,24
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002007,Girias,65
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",53
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,26
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002014,Expression,64
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002015,Propel,62
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,E-Commerce,Direct,70002018,"Atliq e Store",48
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,E-Commerce,Retailer,90002009,Flipkart,9
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,E-Commerce,Retailer,90002010,Ebay,11
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",11
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",4
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013117,Euronics,2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,E-Commerce,Direct,70013126,"Atliq e Store",2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",5
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Philiphines,"Brick & Mortar",Distributor,80006154,Synthetic,8
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Philiphines,"Brick & Mortar",Distributor,80006155,Novus,20
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Philiphines,"Brick & Mortar",Retailer,90006153,Insight,2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Philiphines,E-Commerce,Direct,70006158,"Atliq e Store",2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Poland,"Brick & Mortar",Retailer,90016173,Expert,1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Poland,"Brick & Mortar",Retailer,90016174,"Currys (Dixons Carphone)",1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Poland,E-Commerce,Direct,70016178,"Atliq e Store",1
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor","South Korea","Brick & Mortar",Direct,70007198,"AltiQ Exclusive",13
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor","South Korea","Brick & Mortar",Distributor,80007195,Sage,67
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor","South Korea",E-Commerce,Direct,70007199,"Atliq e Store",11
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor","South Korea",E-Commerce,Retailer,90007197,Amazon,9
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,"Brick & Mortar",Retailer,90022071,"Acclaimed Stores",15
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,"Brick & Mortar",Retailer,90022073,Control,10
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,"Brick & Mortar",Retailer,90022075,BestBuy,2
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,"Brick & Mortar",Retailer,90022077,"Radio Shack",7
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,"Brick & Mortar",Retailer,90022078,Costco,7
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,"Brick & Mortar",Retailer,90022079,walmart,12
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,E-Commerce,Direct,70022085,"Atliq e Store",12
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,E-Commerce,Retailer,90022074,Flipkart,16
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,E-Commerce,Retailer,90022081,Amazon,3
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,E-Commerce,Retailer,90022082,Amazon,7
"2017-09-01 00:00:00","P & A",Processors,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",USA,E-Commerce,Retailer,90022083,Ebay,2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Direct,70008169,"AltiQ Exclusive",7
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Retailer,90008165,"Forward Stores",22
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Retailer,90008166,Sound,12
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,"Brick & Mortar",Retailer,90008167,Electricalsocity,7
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Australia,E-Commerce,Direct,70008170,"Atliq e Store",2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Brazil,E-Commerce,Retailer,90027207,Amazon,2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Direct,70023031,"AltiQ Exclusive",1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023022,"Nomad Stores",3
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023025,"Premium Stores",1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023026,Relief,3
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023027,Costco,3
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,"Brick & Mortar",Retailer,90023029,Staples,3
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,E-Commerce,Retailer,90023023,Amazon,1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Canada,E-Commerce,Retailer,90023030,Amazon,2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",China,"Brick & Mortar",Distributor,80001019,Neptune,2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",China,E-Commerce,Retailer,90001021,Taobao,3
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",5
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",8
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011186,Elite,6
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011187,"Chip 7",6
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011189,UniEuro,4
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011190,"Media Markt",2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,"Brick & Mortar",Retailer,90011191,Sorefoz,6
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",France,E-Commerce,Direct,70011194,"Atliq e Store",3
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",49
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",20
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002002,Croma,54
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002003,Ezone,61
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002005,Lotus,49
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002006,Viveks,7
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002007,Girias,65
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",34
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,38
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002014,Expression,63
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,"Brick & Mortar",Retailer,90002015,Propel,67
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,E-Commerce,Direct,70002018,"Atliq e Store",24
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,E-Commerce,Retailer,90002009,Flipkart,55
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",India,E-Commerce,Retailer,90002010,Ebay,33
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",6
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",2
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013117,Euronics,1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,"Brick & Mortar",Retailer,90013123,Expert,1
"2017-09-01 00:00:00","P & A",Processors,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Italy,E-Commerce,Direct,70013126,"Atliq e Store",1
